learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
10000.0,0.046875,4.928248624006907E-11,10000.0,73.59,44.92274460828914,45.535161889049284,38.323213451658106,10000.0,4064.0
20000.0,0.078125,8.213747706678178E-11,20000.0,73.52499999999999,44.69219278126886,45.64213119802894,38.20028011204481,20000.0,4064.0
30000.0,0.109375,1.1499246789349448E-10,30000.0,73.53,44.64253507827088,45.7025641025641,38.1975250992295,30000.0,4064.0
40000.0,0.140625,1.478474587202072E-10,40000.0,73.4225,44.40167692826435,45.69648056392706,37.80858780858781,40000.0,4064.0
50000.0,0.171875,1.807024495469199E-10,50000.0,73.32600000000001,44.17704171735352,45.55882112825537,37.54039245070951,50000.0,4064.0
60000.0,0.1875,1.9712994496027626E-10,60000.0,73.295,44.054218281564715,45.474035254883276,37.3244670447878,60000.0,4064.0
70000.0,0.21875,2.2998493578698897E-10,70000.0,73.39,44.17191417875901,45.643165635578384,37.341899892357375,70000.0,4064.0
80000.0,0.234375,2.464124312003453E-10,80000.0,73.41375,44.16218880250419,45.79627411503861,37.2540342803198,80000.0,4064.0
90000.0,0.265625,2.7926742202705804E-10,90000.0,73.53333333333333,44.40596180528275,45.926312683026474,37.55570702039531,90000.0,4064.0
100000.0,0.296875,3.1212241285377077E-10,100000.0,73.578,44.48415613934502,46.107247027148304,37.635423796823,100000.0,4064.0
110000.0,0.328125,3.449774036804835E-10,110000.0,73.61727272727273,44.516167907087976,46.13871308995751,37.61071459282829,110000.0,4064.0
120000.0,0.34375,3.6140489909383985E-10,120000.0,73.62916666666666,44.514578370655705,46.088452758185966,37.58505749393504,120000.0,4064.0
130000.0,0.375,3.942598899205526E-10,130000.0,73.62538461538462,44.506695680610434,46.105723133026295,37.61689894836433,130000.0,4064.0
140000.0,0.40625,4.271148807472653E-10,140000.0,73.61357142857143,44.49787425787374,46.11872812135358,37.649163670734396,140000.0,4064.0
